Term ID,English term,Description,Sanskrit term in IAST,Sanskrit term,,,Section
ITA-3.4.4,Thorax and neck,,urogrīvam,उरोग्रीवम्,,,"Unknown"
ITA-3.4.5,Breast,,"stanaḥ, stanapiṇḍaḥ, payodharau, kucau","स्तनः, स्तनपिण्डः, पयोधरौ, कुचौ",,,"Unknown"
ITA-3.4.6,Nipple,,cūcukam,चूचुकम्,,,"Unknown"
ITA-3.4.7,Thoraco-abdominal junction,,udaroraḥsandhānam,उदरोरःसन्धानम्,,,"Unknown"
ITA-3.5.1,Abdomen,,"udaram, kukṣiḥ, jaṭharam","उदरम्, कुक्षिः, जठरम्",,,"Unknown"
ITA-3.5.2,Abdominal cavity,The truncal cavity between the chest and pelvis. It may also refer to the uterine cavity.,antaḥkukṣiḥ,अन्तःकुक्षिः,,,"Unknown"
ITA-3.5.3,Omentum,,taila-vartikā,तैलवर्तिका,,,"Unknown"
ITA-3.5.4,Flank,,pārśvam,पार्श्वम्,,,"Unknown"
ITA-3.5.5,Sides of abdomen,,udarapārśvam,उदरपार्श्वम्,,,"Unknown"
ITA-3.6.1,Vagina,,"yoniḥ, apatyapathaḥ, apatyamārgaḥ, viśikhāntaram, raktapathaḥ","योनिः, अपत्यपथः, अपत्यमार्गः, विशिखान्तरम्, रक्तपथः",,,"Unknown"
ITA-3.6.2,Normal female external genitalia,,praśastayoniḥ,प्रशस्तयोनिः,,,"Unknown"
ITA-3.6.3,Pudendum,,smaramandiram,स्मरमन्दिरम्,,,"Unknown"
ITA-3.6.4,Clitoris,,"smarātapatram, madanātapatram","स्मरातपत्रम्, मदनातपत्रम्",,,"Unknown"
ITA-3.6.5,Groin,,"vaṅkṣaṇaḥ, gaṇḍakaḥ","वङ्क्षणः, गण्डकः",,,"Unknown"
ITA-3.6.6,Hip,,kaṭī,कटि,,,"Unknown"
ITA-3.6.7,Hip region,,kaṭīpradeśaḥ,कटिप्रदेशः,,,"Unknown"
ITA-3.6.8,Penis,,"medhraḥ, śephaḥ, dhvajaḥ, upasthaḥ, puruṣendriyam, liṅgam, pauruṣam, prajananam, nālam, lakṣaṇam","मेढ़ः. शेफः, ध्वजः, उपस्थः, पुरुषेन्द्रियम्, लिङ्गम्, पौरुषम्, प्रजननम्, नालम्, लक्षणम्",,,"Unknown"
ITA-3.6.9,Genitals,,guhyam,गुह्यम्,,,"Unknown"
ITA-3.6.10,Glans penis,,maṇiḥ,मणिः,,,"Unknown"
ITA-3.6.11,"External urethral orifice, urinary meatus",,medhradvāram,मेढ्रद्वारम्,,,"Unknown"
ITA-3.6.12,"Tip of the penis, glans penis",,medhrāgram,मेढ्राग्रम्,,,"Unknown"
ITA-3.6.13,Foreskin,,medhracarma,मेढ्रचर्म,,,"Unknown"
ITA-3.6.14,Frenulum of the penis,,śephasevanī,शेफसेवनी,,,"Unknown"
ITA-3.6.15,Scrotum including testicles,,"vṛṣaṇaḥ, muṣkaḥ, phalam, aṇḍaḥ, aṇḍakoṣaḥ, phalakośaḥ, koṣaḥ, kośaḥ","वृषणः, मुष्कः, फलम्, अण्डः, अण्डकोषः, फलकोशः, कोषः, कोशः",,,"Unknown"
ITA-3.7.1,Anus,,"gudam, pāyuḥ, bradhnaḥ, mahatsrotaḥ, śakṛnmārgaḥ","गुदम्, पायुः, ब्रध्रः, महत्स्रोतः, शकृन्मार्गः",,,"Unknown"
ITA-3.7.2,Anal margin,,gudamaṇḍalam,गुदमण्डलम्,,,"Unknown"
ITA-3.7.3,Anal orifice,,gudamukham,गुदमुखम्,,,"Unknown"
ITA-3.7.4,Folds of rectum,,"gudavaliḥ, valiḥ, pāyuvaliḥ","गुदवलिः, वलिः, पायुवलिः",,,"Unknown"
ITA-3.7.5,Superior rectal fold,One of the transverse folds of the rectum or plicae recti.,pravāhiṇī,प्रवाहिणी,,,"Unknown"
ITA-3.7.6,Intermediate rectal fold,One of the transverse folds of the rectum or plicae recti.,saṃvaraṇī,संवरणी,,,"Unknown"
ITA-3.7.7,Inferior rectal fold,One of the transverse folds of the rectum or plicae recti.,visarjinī,विसर्जिनी,,,"Unknown"
ITA-3.7.8,Caecum,,"uṇḍukaḥ, poṭṭalakaḥ","उण्डुकः, पोट्टलकः",,,"Unknown"
ITA-3.7.9,Ischiorectal fossa,,gudapārśvakṣetram,गुदपार्श्वक्षेत्रम्,,,"Unknown"
ITA-3.7.10,Pelvic cavity,,gudāsthivivaram,गुदास्थिविवरम्,,,"Unknown"
ITA-3.7.11,Anal canal,,gudāntram,गुदान्त्रम्,,,"Unknown"
ITA-3.7.12,Anal verge,,gudaustham,गुदौष्ठम्,,,"Unknown"
ITA-3.7.13,Perineum,,"pāyumedhrāntaram, gudopasthadeśaḥ","पायुमेद्रान्तरम्, गुदोपस्थदेशः",,,"Unknown"
ITA-3.7.14,Perineal region,,guhyapradeśaḥ,गुह्यप्रदेशः,,,"Unknown"
ITA-3.7.15,Pubic region,,bhagaḥ,भगः,,,"Unknown"
ITA-3.7.16,"Back, dorsum",,pṛṣṭham,पृष्ठम्,,,"Unknown"
ITA-3.7.17,Vertebral column,,"pṛṣṭhavaṃśaḥ, pṛṣṭheṣikā","पृष्ठवंशः, पृष्ठेषिका",,,"Unknown"
ITA-3.7.18,Cervical part of vertebral column,,grīvāvaṃśaḥ,ग्रीवावंशः,,,"Unknown"
ITA-3.7.19,Vertebra,,"kaśerukā, kaśeruḥ","कशेरुका, कशेरुः",,,"Unknown"
ITA-3.7.20,Waist,,jaghanam,जघनम्,,,"Unknown"
ITA-3.7.21,Buttock,,"sphik, nitambaḥ, prothau, kaṭī-prothaḥ","स्फिक्, नितम्बः, प्रोथौ, कटी-प्रोथः",,,"Unknown"
ITA-3.7.22,Pelvis,,śroṇiḥ,श्रोणिः,,,"Unknown"
ITA-3.7.23,Pelvic region,,śroṇīpradeśaḥ,श्रोणीप्रदेशः,,,"Unknown"
ITA-3.7.24,Sides of pelvic region,,pārśvajaghanam,पार्श्वजघनम्,,,"Unknown"
ITA-3.7.25,"Sacrum, sacral region, pelvic girdle","The area between the two ilial wings and the fifth lumbar vertebra and coccyx. Also refers more generally to a triad or region where three structures meet, including the shoulder girdle.",trikam,त्रिकम्,,,"Unknown"
ITA-3.7.26,"Sacral region, sacrum",,adharatrikam,अधरत्रिकम्,,,"Unknown"
ITA-3.8.1,Upper limb,,"bāhuḥ, bhujā","बाहुः, भुजा",,,"Unknown"
ITA-3.8.2,Proximal part of the upper limb,,bhujaśikharam,भुजशिखरम्,,,"Unknown"
ITA-3.8.3,Posterior part of the upper limb,,bāhuprṣṭham,बाहुपृष्ठम्,,,"Unknown"
ITA-3.8.4,Middle part of the upper limb,,"bāhumadhyam, bhujamadhyam","बाहुमध्यम्, भुजमध्यम्",,,"Unknown"
ITA-3.8.5,Bicipital prominence,,bāhu-piṇḍikā,बाहुपिण्डिका,,,"Unknown"
ITA-3.8.6,Shoulder region,,bāhumūlam,बाहुमूलम्,,,"Unknown"
ITA-3.8.7,Arm,,prabāhuḥ,प्रबाहुः,,,"Unknown"
ITA-3.8.8,Forearm,,"prapāṇiḥ, aratniḥ","प्रपाणिः, अरत्निः",,,"Unknown"
ITA-3.8.9,Elbow,,"kūrparaḥ, kaphoṇiḥ, kuhaṇikā","कूर्परः, कफोणिः, कुहणिका",,,"Unknown"
ITA-3.8.10,"Hand, manus",,"pāṇiḥ, karaḥ, hastaḥ","पाणिः, करः, हस्तः",,,"Unknown"
ITA-3.8.11,Distal part of the hand,,hastāgram,हस्ताग्रम्,,,"Unknown"
ITA-3.8.12,Palm,,"hastatalam, pāṇitalam","हस्ततलम्, पाणितलम्",,,"Unknown"
ITA-3.8.13,Wrist,,"maṇibandhaḥ, karamūlam, pāṇimūlam","मणिबन्धः, करमूलम्, पाणिमूलम्",,,"Unknown"
ITA-3.8.14,"Palm, sole",,talam,तलम्,,,"Unknown"
ITA-3.8.15,Palm,,"pāṇitalam, pāṇihṛdayam","पाणितलम्, पाणिहृदयम्",,,"Unknown"
ITA-3.8.16,"Forearm, distal third of the forearm",,prakoṣṭhaḥ,प्रकोष्ठः,,,"Unknown"
ITA-3.8.17,Area four fingerbreadths proximal to the wrist,,kalāvikā,कलाविका,,,"Unknown"
ITA-3.8.18,Digits,,aṅguliḥ,अङ्गुलिः,,,"Unknown"
ITA-3.8.19,Interphalangeal joint,,aṅguliparva,अङ्गुलिपर्व,,,"Unknown"
ITA-3.8.20,Distal part of the finger,,agraparva,अग्रपर्व,,,"Unknown"
ITA-3.8.21,Knuckle,,aṅguligranthiḥ,अङ्गुलिग्रन्थिः,,,"Unknown"
ITA-3.8.22,Tip of the finger,,aṅgulyagram,अङ्‌गुल्यग्रम्,,,"Unknown"
ITA-3.8.23,Thumb,Also denotes great toe.,aṅguṣṭhaḥ,अङ्गुष्टः,,,"Unknown"
ITA-3.8.24,Base of the thumb or great toe,,aṅguṣṭhamūlam,अङ्गुष्टमूलम्,,,"Unknown"
ITA-3.8.25,Thumb pad,,aṅguṣṭhodaram,अङ्‌गुष्टोदरम्,,,"Unknown"
ITA-3.8.26,Index finger,,pradeśinī,प्रदेशिनि,,,"Unknown"
ITA-3.8.27,Second toe,,tarjanī,तर्जनि,,,"Unknown"
ITA-3.8.28,Middle finger,Also denotes third toe.,madhyamā,मध्यमा,,,"Unknown"
ITA-3.8.29,Ring finger,Also denotes fourth toe.,anāmikā,अनामिका,,,"Unknown"
ITA-3.8.30,Little finger,Also denotes fifth toe.,kaniṣṭhikā,कनिष्टिका,,,"Unknown"
ITA-3.9.1,Lower limb,,sakthi,सक्थि,,,"Unknown"
ITA-3.9.2,Thigh,,ūru,ऊरु,,,"Unknown"
ITA-3.9.3,That part of thigh just below the inguinal region. Inguinal region,,ūrumūlam,ऊरुमूलम्,,,"Unknown"
ITA-3.9.4,Quadricipital prominence,,ūrupiṇḍikā,ऊरुपिण्डिका,,,"Unknown"
ITA-3.9.5,Inguinal region,,ūrumūlam,ऊरुमूलम्,,,"Unknown"
ITA-3.9.6,Knee region,,jānu,जानु,,,"Unknown"
ITA-3.9.7,Lower leg,The part of lower limb between the knee and the ankle.,jaṅghā,जङ्घा,,,"Unknown"
ITA-3.9.8,Prominence of calf muscles,,jaṅghā-piṇḍikā,जङ्घापिण्डिका,,,"Unknown"
ITA-3.9.9,Ankle,,"gulphaḥ, ghuṭikā,, ghuṇṭikā","गुल्फः, घुटिका,, घुण्टिका",,,"Unknown"
ITA-3.9.10,Ankle joint,,"khuḍakaḥ, khulakaḥ","खुडकः, खुलकः",,,"Unknown"
ITA-3.9.11,Medial and lateral malleoli,,gulphakarṇaḥ,गुल्फकर्णः,,,"Unknown"
ITA-3.9.12,Foot,,pādaḥ,पादः,,,"Unknown"
ITA-3.9.13,Heel,,"pārṣṇiḥ, prapadam","पाणिः, प्रपदम्",,,"Unknown"
ITA-3.9.14,Forefoot,The anterior third of the foot.,pādāgram,पादाग्रम्,,,"Unknown"
ITA-3.9.15,Toes,,pādāṅguliḥ,पादाङ्गुलिः,,,"Unknown"
ITA-3.9.16,Sole,,pādatalam,पादतलम्,,,"Unknown"
ITA-3.9.17,"Middle third of the foot, midfoot",Medial third of foot,pādamadhyam,पादमध्यम्,,,"Unknown"
ITA-3.9.18,"Sensory, motor and intellectual faculties",Altogether there are thirteen of these faculties.,karaṇam,करणम्,,,"Unknown"
ITA-3.10.1,The motor or sensory faculty,A term that usually refers to the sense organs.,"indriyam, akṣam","इन्द्रियम्, अक्षम्",,,"Unknown"
ITA-3.10.2,Motor faculty,"The five faculties of action: speech faculty (vak), hands (pani), legs (padah), anus (payu) and genitalia (upastha).",karmendriyam,कर्मेन्द्रियम्,,,"Unknown"
ITA-3.10.3,Speech faculty,One of the motor faculties: it represents the combined function of phonation and articulation.,vāgindriyam,वागिन्द्रियम्,,,"Unknown"
ITA-3.10.4,Sensory faculty,"The five sensory or cognitive faculties: auditory, visual, gustatory, olfactory and tactile sensory faculties.",jñānendriyam,ज्ञानेन्द्रियम्,,,"Unknown"
ITA-3.10.5,Auditory sense faculty,One of the sensory faculties: the faculty responsible for perception of sound or hearing.,śrotrendriyam,श्रोत्रेन्द्रियम्,,,"Unknown"
ITA-3.10.6,Visual sense faculty,One of the sensory faculties: the faculty responsible for visual perception.,cakṣurindriyam,चक्षुरिन्द्रियम्,,,"Unknown"
ITA-3.10.7,Gustatory sense faculty,One of the sensory faculties: the faculty responsible for perception of taste or gustation.,rasanendriyam,रसनेन्द्रियम्,,,"Unknown"
ITA-3.10.8,Olfactory sense faculty,One of the sensory faculties: the faculty responsible for perception of smell or olfaction.,ghrāṇendriyam,घ्राणेन्द्रियम्,,,"Unknown"
ITA-3.10.9,Tactile sense faculty,One of the sensory faculties: the faculty responsible for perception of touch sensation..,"tvagindriyam, sparśanendriyam","त्वगिन्द्रियम्, स्पर्शनेन्द्रियम्",,,"Unknown"
ITA-3.10.1.1,Skin,,"tvak, carma, valkam","त्वक्, चर्म, वल्कम्",,,"Unknown"
ITA-3.10.1.2,First layer of skin,,"avabhāsinī, udakadharā","अवभासिनी, उदकधरा",,,"Unknown"
ITA-3.10.1.3,Second layer of skin,,"lohitā, asṛgdharā","लोहिता, असृग्धरा",,,"Unknown"
ITA-3.10.1.4,Third layer of skin,,śvetā,श्वेता,,,"Unknown"
ITA-3.10.1.5,Fourth layer of skin,,tāmrā,ताम्रा,,,"Unknown"
ITA-3.10.1.6,Fifth layer of skin,,vedinī,वेदिनी,,,"Unknown"
ITA-3.10.1.7,Sixth layer of skin,,rohiṇī,रोहिणी,,,"Unknown"
ITA-3.10.1.8,Seventh layer of skin,,māṃsadharā,मांसधरा,,,"Unknown"
ITA-3.10.1.9,Scalp hair,,"keśaḥ, mastakabālaḥ","केशः, मस्तकबालः",,,"Unknown"
ITA-3.10.1.10,Body hair,,"bālaḥ, roma, loma, aṅgajam","बालः, रोम, लोम, अङ्गजम्",,,"Unknown"
ITA-3.10.1.11,Linea nigra,,romarājī,रोमराजी,,,"Unknown"
ITA-3.10.1.12,Hair tip,,romāntaḥ,रोमान्तः,,,"Unknown"
ITA-3.10.1.13,Hair whorl,,romāvartaḥ,रोमावर्तः,,,"Unknown"
ITA-3.10.1.14,Hair follicle,,"romakūpaḥ, kūyakam","रोमकूपः, कूयकम्",,,"Unknown"
ITA-3.10.1.15,Scalp,The area of skin from which hairs develop.,keśabhūmiḥ,केशभूमिः,,,"Unknown"
ITA-3.10.1.16,Hair,,kachaḥ,कचः,,,"Unknown"
ITA-3.10.1.17,Hairline,"The boundary marking the growth of hair on the head, especially over the forehead and temple.",kacāntaḥ,कचान्तः,,,"Unknown"
ITA-3.10.1.18,Nail,,"nakhaḥ, karajaḥ","नखः, करजः",,,"Unknown"
ITA-3.10.1.19,Nail fold,,upanakham,उपनखम्,,,"Unknown"
ITA-3.10.1.20,Nail bed,,nakha-māṃsam,नखमांसम्,,,"Unknown"
ITA-3.10.1.21,Nail root and fold,,nakha-sandhiḥ,नखसन्धिः,,,"Unknown"
ITA-3.11.1,The major inner cavity of the body from the mouth to anus,Comprises both stomach and large intestine,"mahāsrotas, antaḥkoṣṭhaḥ, koṣṭhaḥ, śarīramadhyam, mahānimnam","महास्रोतस्, अन्तःकोष्ठः, कोष्टः, शरीरमध्यम्, महानिम्नम्",,,"Unknown"
ITA-3.11.2,"Viscera, splanchnic organs",,koṣṭhāṅgam,कोष्ठाङ्गम्,,,"Unknown"
ITA-3.11.3,Brain,,"mastuluṅgaḥ, mastiṣkaḥ, ghṛtikā, mastakasnehaḥ, mastakamajjā, śirogatasnehaḥ","मस्तुलुङ्गः, मस्तिष्कः, घृतिका, मस्तकस्नेहः, मस्तकमज्जा, शिरोगतस्नेहः",,,"Unknown"
ITA-3.11.4,Heart,,"hṛdayam, arthaḥ, kroḍaḥ, mahat, rasasthānam","हृदयम्, अर्थः, क्रोडः, महत्, रसस्थानम्",,,"Unknown"
ITA-3.11.5,Cardiothoracic region,,hṛdayasthānam,हृदयस्थानम्,,,"Unknown"
ITA-3.11.6,Lung,,phuphphusaḥ,फुफ्फुसः,,,"Unknown"
