Term ID,English term,Description,Sanskrit term in IAST,Sanskrit term,,
ITA-3.7.11,Anal canal,,gudāntram,गुदान्त्रम्,,
ITA-3.7.12,Anal verge,,gudaustham,गुदौष्ठम्,,
ITA-3.7.13,Perineum,,"pāyumedhrāntaram, gudopasthadeśaḥ","पायुमेद्रान्तरम्, गुदोपस्थदेशः",,
ITA-3.7.14,Perineal region,,guhyapradeśaḥ,गुह्यप्रदेशः,,
ITA-3.7.15,Pubic region,,bhagaḥ,भगः,,
ITA-3.7.16,"Back, dorsum",,pṛṣṭham,पृष्ठम्,,
ITA-3.7.17,Vertebral column,,"pṛṣṭhavaṃśaḥ, pṛṣṭheṣikā","पृष्ठवंशः, पृष्ठेषिका",,
ITA-3.7.18,Cervical part of vertebral column,,grīvāvaṃśaḥ,ग्रीवावंशः,,
ITA-3.7.19,Vertebra,,"kaśerukā, kaśeruḥ","कशेरुका, कशेरुः",,
ITA-3.7.20,Waist,,jaghanam,जघनम्,,
ITA-3.7.21,Buttock,,"sphik, nitambaḥ, prothau, kaṭī-prothaḥ","स्फिक्, नितम्बः, प्रोथौ, कटी-प्रोथः",,
ITA-3.7.22,Pelvis,,śroṇiḥ,श्रोणिः,,
ITA-3.7.23,Pelvic region,,śroṇīpradeśaḥ,श्रोणीप्रदेशः,,
ITA-3.7.24,Sides of pelvic region,,pārśvajaghanam,पार्श्वजघनम्,,
ITA-3.7.25,"Sacrum, sacral region, pelvic girdle","The area between the two ilial wings and the fifth lumbar vertebra and coccyx. Also refers more generally to a triad or region where three structures meet, including the shoulder girdle.",trikam,त्रिकम्,,
ITA-3.7.26,"Sacral region, sacrum",,adharatrikam,अधरत्रिकम्,,
ITA-3.8.1,Upper limb,,"bāhuḥ, bhujā","बाहुः, भुजा",,
ITA-3.8.2,Proximal part of the upper limb,,bhujaśikharam,भुजशिखरम्,,
ITA-3.8.3,Posterior part of the upper limb,,bāhuprṣṭham,बाहुपृष्ठम्,,
ITA-3.8.4,Middle part of the upper limb,,"bāhumadhyam, bhujamadhyam","बाहुमध्यम्, भुजमध्यम्",,
ITA-3.8.5,Bicipital prominence,,bāhu-piṇḍikā,बाहुपिण्डिका,,
ITA-3.8.6,Shoulder region,,bāhumūlam,बाहुमूलम्,,
ITA-3.8.7,Arm,,prabāhuḥ,प्रबाहुः,,
ITA-3.8.8,Forearm,,"prapāṇiḥ, aratniḥ","प्रपाणिः, अरत्निः",,
ITA-3.8.9,Elbow,,"kūrparaḥ, kaphoṇiḥ, kuhaṇikā","कूर्परः, कफोणिः, कुहणिका",,
ITA-3.8.10,"Hand, manus",,"pāṇiḥ, karaḥ, hastaḥ","पाणिः, करः, हस्तः",,
ITA-3.8.11,Distal part of the hand,,hastāgram,हस्ताग्रम्,,
ITA-3.8.12,Palm,,"hastatalam, pāṇitalam","हस्ततलम्, पाणितलम्",,
ITA-3.8.13,Wrist,,"maṇibandhaḥ, karamūlam, pāṇimūlam","मणिबन्धः, करमूलम्, पाणिमूलम्",,
ITA-3.8.14,"Palm, sole",,talam,तलम्,,
ITA-3.8.15,Palm,,"pāṇitalam, pāṇihṛdayam","पाणितलम्, पाणिहृदयम्",,
ITA-3.8.16,"Forearm, distal third of the forearm",,prakoṣṭhaḥ,प्रकोष्ठः,,
ITA-3.8.17,Area four fingerbreadths proximal to the wrist,,kalāvikā,कलाविका,,
ITA-3.8.18,Digits,,aṅguliḥ,अङ्गुलिः,,
ITA-3.8.19,Interphalangeal joint,,aṅguliparva,अङ्गुलिपर्व,,
ITA-3.8.20,Distal part of the finger,,agraparva,अग्रपर्व,,
ITA-3.8.21,Knuckle,,aṅguligranthiḥ,अङ्गुलिग्रन्थिः,,
ITA-3.8.22,Tip of the finger,,aṅgulyagram,अङ्‌गुल्यग्रम्,,
ITA-3.8.23,Thumb,Also denotes great toe.,aṅguṣṭhaḥ,अङ्गुष्टः,,
ITA-3.8.24,Base of the thumb or great toe,,aṅguṣṭhamūlam,अङ्गुष्टमूलम्,,
ITA-3.8.25,Thumb pad,,aṅguṣṭhodaram,अङ्‌गुष्टोदरम्,,
ITA-3.8.26,Index finger,,pradeśinī,प्रदेशिनि,,
ITA-3.8.27,Second toe,,tarjanī,तर्जनि,,
ITA-3.8.28,Middle finger,Also denotes third toe.,madhyamā,मध्यमा,,
ITA-3.8.29,Ring finger,Also denotes fourth toe.,anāmikā,अनामिका,,
ITA-3.8.30,Little finger,Also denotes fifth toe.,kaniṣṭhikā,कनिष्टिका,,
ITA-3.9.1,Lower limb,,sakthi,सक्थि,,
ITA-3.9.2,Thigh,,ūru,ऊरु,,
ITA-3.9.3,That part of thigh just below the inguinal region. Inguinal region,,ūrumūlam,ऊरुमूलम्,,
ITA-3.9.4,Quadricipital prominence,,ūrupiṇḍikā,ऊरुपिण्डिका,,
ITA-3.9.5,Inguinal region,,ūrumūlam,ऊरुमूलम्,,
ITA-3.9.6,Knee region,,jānu,जानु,,
ITA-3.9.7,Lower leg,The part of lower limb between the knee and the ankle.,jaṅghā,जङ्घा,,
ITA-3.9.8,Prominence of calf muscles,,jaṅghā-piṇḍikā,जङ्घापिण्डिका,,
ITA-3.9.9,Ankle,,"gulphaḥ, ghuṭikā,, ghuṇṭikā","गुल्फः, घुटिका,, घुण्टिका",,
ITA-3.9.10,Ankle joint,,"khuḍakaḥ, khulakaḥ","खुडकः, खुलकः",,
ITA-3.9.11,Medial and lateral malleoli,,gulphakarṇaḥ,गुल्फकर्णः,,
ITA-3.9.12,Foot,,pādaḥ,पादः,,
ITA-3.9.13,Heel,,"pārṣṇiḥ, prapadam","पाणिः, प्रपदम्",,
ITA-3.9.14,Forefoot,The anterior third of the foot.,pādāgram,पादाग्रम्,,
ITA-3.9.15,Toes,,pādāṅguliḥ,पादाङ्गुलिः,,
ITA-3.9.16,Sole,,pādatalam,पादतलम्,,
ITA-3.9.17,"Middle third of the foot, midfoot",Medial third of foot,pādamadhyam,पादमध्यम्,,
ITA-3.9.18,"Sensory, motor and intellectual faculties",Altogether there are thirteen of these faculties.,karaṇam,करणम्,,
ITA-3.10.1,The motor or sensory faculty,A term that usually refers to the sense organs.,"indriyam, akṣam","इन्द्रियम्, अक्षम्",,
ITA-3.10.2,Motor faculty,"The five faculties of action: speech faculty (vak), hands (pani), legs (padah), anus (payu) and genitalia (upastha).",karmendriyam,कर्मेन्द्रियम्,,
ITA-3.10.3,Speech faculty,One of the motor faculties: it represents the combined function of phonation and articulation.,vāgindriyam,वागिन्द्रियम्,,
ITA-3.10.4,Sensory faculty,"The five sensory or cognitive faculties: auditory, visual, gustatory, olfactory and tactile sensory faculties.",jñānendriyam,ज्ञानेन्द्रियम्,,
ITA-3.10.5,Auditory sense faculty,One of the sensory faculties: the faculty responsible for perception of sound or hearing.,śrotrendriyam,श्रोत्रेन्द्रियम्,,
ITA-3.10.6,Visual sense faculty,One of the sensory faculties: the faculty responsible for visual perception.,cakṣurindriyam,चक्षुरिन्द्रियम्,,
ITA-3.10.7,Gustatory sense faculty,One of the sensory faculties: the faculty responsible for perception of taste or gustation.,rasanendriyam,रसनेन्द्रियम्,,
ITA-3.10.8,Olfactory sense faculty,One of the sensory faculties: the faculty responsible for perception of smell or olfaction.,ghrāṇendriyam,घ्राणेन्द्रियम्,,
ITA-3.10.9,Tactile sense faculty,One of the sensory faculties: the faculty responsible for perception of touch sensation..,"tvagindriyam, sparśanendriyam","त्वगिन्द्रियम्, स्पर्शनेन्द्रियम्",,
ITA-3.10.1.1,Skin,,"tvak, carma, valkam","त्वक्, चर्म, वल्कम्",,
ITA-3.10.1.2,First layer of skin,,"avabhāsinī, udakadharā","अवभासिनी, उदकधरा",,
ITA-3.10.1.3,Second layer of skin,,"lohitā, asṛgdharā","लोहिता, असृग्धरा",,
ITA-3.10.1.4,Third layer of skin,,śvetā,श्वेता,,
ITA-3.10.1.5,Fourth layer of skin,,tāmrā,ताम्रा,,
ITA-3.10.1.6,Fifth layer of skin,,vedinī,वेदिनी,,
ITA-3.10.1.7,Sixth layer of skin,,rohiṇī,रोहिणी,,
ITA-3.10.1.8,Seventh layer of skin,,māṃsadharā,मांसधरा,,
ITA-3.10.1.9,Scalp hair,,"keśaḥ, mastakabālaḥ","केशः, मस्तकबालः",,
ITA-3.10.1.10,Body hair,,"bālaḥ, roma, loma, aṅgajam","बालः, रोम, लोम, अङ्गजम्",,
ITA-3.10.1.11,Linea nigra,,romarājī,रोमराजी,,
ITA-3.10.1.12,Hair tip,,romāntaḥ,रोमान्तः,,
ITA-3.10.1.13,Hair whorl,,romāvartaḥ,रोमावर्तः,,
ITA-3.10.1.14,Hair follicle,,"romakūpaḥ, kūyakam","रोमकूपः, कूयकम्",,
ITA-3.10.1.15,Scalp,The area of skin from which hairs develop.,keśabhūmiḥ,केशभूमिः,,
ITA-3.10.1.16,Hair,,kachaḥ,कचः,,
ITA-3.10.1.17,Hairline,"The boundary marking the growth of hair on the head, especially over the forehead and temple.",kacāntaḥ,कचान्तः,,
ITA-3.10.1.18,Nail,,"nakhaḥ, karajaḥ","नखः, करजः",,
ITA-3.10.1.19,Nail fold,,upanakham,उपनखम्,,
ITA-3.10.1.20,Nail bed,,nakha-māṃsam,नखमांसम्,,
ITA-3.10.1.21,Nail root and fold,,nakha-sandhiḥ,नखसन्धिः,,
ITA-3.11.1,The major inner cavity of the body from the mouth to anus,Comprises both stomach and large intestine,"mahāsrotas, antaḥkoṣṭhaḥ, koṣṭhaḥ, śarīramadhyam, mahānimnam","महास्रोतस्, अन्तःकोष्ठः, कोष्टः, शरीरमध्यम्, महानिम्नम्",,
ITA-3.11.2,"Viscera, splanchnic organs",,koṣṭhāṅgam,कोष्ठाङ्गम्,,
ITA-3.11.3,Brain,,"mastuluṅgaḥ, mastiṣkaḥ, ghṛtikā, mastakasnehaḥ, mastakamajjā, śirogatasnehaḥ","मस्तुलुङ्गः, मस्तिष्कः, घृतिका, मस्तकस्नेहः, मस्तकमज्जा, शिरोगतस्नेहः",,
ITA-3.11.4,Heart,,"hṛdayam, arthaḥ, kroḍaḥ, mahat, rasasthānam","हृदयम्, अर्थः, क्रोडः, महत्, रसस्थानम्",,
ITA-3.11.5,Cardiothoracic region,,hṛdayasthānam,हृदयस्थानम्,,
ITA-3.11.6,Lung,,phuphphusaḥ,फुफ्फुसः,,
ITA-3.11.7,Trachea,,klomanāḍī,क्लोमनाडी,,
ITA-3.11.8,Root organ of water-carrying conduits,"Usually commensurate with the gallbladder, pancreas and right lung.","kloma, tilakam, tilam","क्लोम, तिलकम्, तिलम्",,
ITA-3.11.9,Liver,,"yakṛt, kālakhaṇḍaḥ, kālīyam, kālīyakam","यकृत्, कालखण्डः, कालीयम्, कालीयकम्",,
ITA-3.11.10,Hepatic region,,yakṛtpradeśaḥ,यकृत्प्रदेशः,,
ITA-3.11.11,Spleen,,plīhā,प्लीहा,,
ITA-3.11.12,Kidney,,"vṛkkā, kāleyam, kāleyakam, kukṣigolakaḥ","वृक्कः, कालेयम्, कालेयकम्, कुक्षिगोलकः",,
ITA-3.11.13,Urinary bladder,,"bastiḥ, vastiḥ, mūtravasti, mūtrāśayaḥ, malādhāraḥ","बस्तिः, वस्तिः, मूत्रवस्ति, मूत्राशयः, मलाधारः",,
ITA-3.11.14,Lumen of urinary bladder,,vastikukṣiḥ,वस्तिकुक्षिः,,
ITA-3.11.15,Opening of the urinary bladder,,vastimukham,वस्तिमुखम्,,
ITA-3.11.16,Bladder fundus,,"vastiśiraḥ, vastimūrdhā, bastiśīrṣam","वस्तिशिरः, वस्तिमूर्धा, बस्तिशीर्शम्",,
ITA-3.11.17,Ureter,,gavinī,गविनी,,
ITA-3.11.18,Urinary passage,,mūtramārgaḥ,मूत्रमार्गः,,
ITA-3.11.19,Urine carrier,,mūtravahā,मूत्रवहा,,
ITA-3.11.20,Urinary system conduits,,mūtravahānāḍī,मूत्रवहानाडी,,
ITA-3.11.21,Urethra,,"mūtrasekaḥ, mūtrapathaḥ","मूत्रसेकः, मूत्रपथः",,
ITA-3.11.22,Stomach,The primary functional area of kapha and pitta.,"āmāśayaḥ, annasampuṭam, annāśayaḥ","आमाशयः, अन्नसंपुटम्, अन्नाशयः",,
ITA-3.11.23,Place of digestion,,paktisthānam,पक्तिस्थानम्,,
ITA-3.11.24,Large intestine,The primary functional area of vata dosha.,"pakvāśayaḥ, pakvasthānam, pakvādhānam","पक्वाशयः, पक्वस्थानम्, पक्वाधानम्",,
ITA-3.11.25,Gastrointestinal tract,,āmapakvāśayaḥ,आमपक्वाशयः,,
ITA-3.11.26,Intestines,,"āntram, antram","आन्त्रम्, अन्त्रम्",,
ITA-3.11.27,Sigmoid colon and rectum,,purīṣādhāraḥ,पुरीषाधारः,,
ITA-3.11.28,Rectum,,uttaragudam,उत्तरगुदम्,,
ITA-3.11.29,Anal canal,,adharagudam,अधरगुदम्,,
ITA-3.11.30,Lower passages,"The common term for the anal, urethral and vaginal passages.",adharamārgaḥ,अधरमार्गः,,
ITA-3.11.31,Intestinal lumen,,antrāśayaḥ,अन्त्राशयः,,
ITA-3.11.32,Small intestine,,kṣudrāntram,क्षुद्रान्त्रम्,,
ITA-3.11.33,Principal part of intestine concerned with food digestion,That part of the intestine where semi digested food is retained until completely digested. It is the main functional area of digestive fire.,"grahaṇī, jyotisthānam, agnyadhiṣṭhānam, agnisthānam","ग्रहणी, ज्योतिस्थानम्, अग्न्याधिष्ठानम्, अग्निस्थानम्",,
ITA-3.11.34,Pancreas,,agnyāśayaḥ,अग्न्याशयः,,
ITA-3.11.35,Small intestinal loops,,kṣudrāntrāvayavaḥ,क्षुद्रान्त्रावयवः,,
ITA-3.11.36,Large intestine,,"sthūlāntram, kaṭyantram","स्थूलान्त्रम्, कट्यन्त्रम्",,
ITA-3.11.37,Colon,The coiled or looped appearance of the intestinal folds.,kuṇḍalam,कु ण्डलम्,,
ITA-3.11.38,Omentum,,"vapāvahanam, vapā","वपावहनम्, वपा",,
ITA-3.11.39,Receptacle,Any organ or group of organs which acts as a container.,āśayaḥ,आशयः,,
ITA-3.11.40,Receptacle for vāta,"The most prominent site of vāta, mainly the large intestine.",vātāśayaḥ,वाताशयः,,
ITA-3.11.41,Receptacle for pitta,The most prominent site of pitta which has an important role in the digestion of food: gallbladder.,pittāśayaḥ,पित्ताशयः,,
ITA-3.11.42,Receptacle for kapha,"The most prominent site of kapha: chest, stomach (upper abdomen) and head.","kaphāśayaḥ, śleṣmāśayaḥ","कफाशयः, श्लेष्माशयः",,
ITA-3.11.43,Receptacle for rakta,"Sites at which blood is stored or collected such as the liver, spleen or heart.","raktāśayaḥ, śoṇitasthānam, rudhirasthānam, jīvaraktāśayaḥ","रक्ताशयः, शोणितस्थानम्, रुधिरस्थानम्, जीवरक्ताशयः",,
ITA-3.11.44,Oesophagus,,annamārgaḥ,अन्नमार्गः,,
ITA-3.11.45,Uterus,,"garbhāśayaḥ, garbhaśayyā, phalayoniḥ","गर्भाशयः, गर्भशय्या, फलयोनिः",,
